"用例编号","所属产品","所属模块","相关需求","用例标题","前置条件","步骤","预期","实际情况","关键词","优先级","用例类型","适用阶段","用例状态","B","R","S","结果","由谁创建","创建日期","最后修改者","修改日期","用例版本","相关用例"
"132732","数据资产_STD(#23)","/泸州老窖/数据安全(#7867)","","隐私等级管理 验证【隐私级别】-【删除】按钮功能正确","无","1. 选择级别A，点击【删除】按钮
2. 选择级别A，点击【删除】按钮","1. 删除成功，页面刷新则不展示
2. 删除失败，提示“级别下存在分级字段或分级规则，需要下架该级别下的全部分级字段及删除全部分级规则才能删除”","1. 
2.","","2","功能测试","功能测试阶段","正常","0","1","2","失败","旺仔","2024-08-18","","0000-00-00","1","",""
"132731","数据资产_STD(#23)","/泸州老窖/数据安全(#7867)","","隐私等级管理 验证【隐私级别】-【编辑】按钮功能正确","无","1. 选择级别A，点击【编辑】按钮
2. 1）修改【级别名称】、【级别描述】
2）点击【取消】、【确认】按钮","1. 弹【添加级别】编辑弹窗
2. 1）点击【取消】按钮弹窗关闭，编辑不生效
2）点击【确定】按钮弹窗关闭，编辑生效","1. 
2.","","2","功能测试","功能测试阶段","正常","0","1","2","通过","旺仔","2024-08-18","","0000-00-00","1","",""
"132730","数据资产_STD(#23)","/泸州老窖/数据安全(#7867)","","隐私等级管理 验证【隐私级别】-【添加级别】按钮功能正确","无","1. 点击【添加级别】按钮
2. 【添加级别】弹窗校验
3. 1）输入【级别名称】AAA
2）输入【级别描述】XXX
3）点击【取消】/【确定】按钮","1. 弹【添加级别】弹窗
2. 1）展示关闭按钮“x“
2）展示必填输入框【级别名称】
3）展示【级别描述】文本输入框
4）展示【取消】、【确定】按钮
3. 1）点击【取消】按钮弹窗关闭，添加失败
2）点击【确定】按钮，弹窗关闭，添加成功","1. 
2. 
3.","","1","功能测试","功能测试阶段","正常","0","2","3","通过","旺仔","2024-08-18","","0000-00-00","1","",""
"132729","数据资产_STD(#23)","/泸州老窖/数据安全(#7867)","","隐私等级管理 验证【数据分级分类】-【级别管理】UI界面展示正确","无","1. 1）进入资产页面，点击【数据安全】Tab按钮
2）点击【数据分级分类】按钮","1. 1）原页面变更为【安全级别】
2）新增【隐私级别】页面","1.","","3","功能测试","功能测试阶段","正常","0","2","1","通过","旺仔","2024-08-18","","0000-00-00","1","",""
"132728","数据资产_STD(#23)","/泸州老窖/数据标准(#7866)","","码表管理 验证代码管理【导出】功能正确","无","1. 1）进入资产-【数据标准】-【标准基础】-【码表管理】
2）点击【导出】按钮，默认导出全部
2. 1）进入资产-【数据标准】-【标准基础】-【码表管理】
2）点击【导出】按钮，选择A、B两个目录导出","1. 1）导出【码表】信息正确
2）导出数据表和导入模版列头保持一致，导出文件命名为“代码信息_当日日期_当前时间”
2. 1）导出信息正确
2）导出数据表和导入模版列头保持一致，导出文件命名为“代码信息_当日日期_当前时间”","1. 
2.","","1","功能测试","功能测试阶段","正常","0","1","2","通过","旺仔","2024-08-18","","0000-00-00","1","",""
"132727","数据资产_STD(#23)","/泸州老窖/数据标准(#7866)","","码表管理 验证代码管理【导入】校验逻辑正确","无","1. 必填项校验
2. 字符长度校验
3. 必填项存在校验
4. 编码是否存在校验
5. 编码取值重复性校验
6. 错误原因展示逻辑","1. 若未填写批注提示/报错信息为“必填项未填写”
2. 若填写超过255字符，批注提示/报错信息为“填写数据字符超限”
3. 若一致则可以进行数据导入，若存在某一/多个必填列被删除，则报错信息为“缺少必填列xxx；xxx
4. 代码编号信息无法匹配已有编码，若为新增标准需清空代码编号
5. 批注提示/报错信息为“编码取值重复
6. 在导出错误文件的最右侧增加“错误原因”一列，若同一行存在多个报错内容，错误原因一列展示内容为中文分号拼接展示。","1. 
2. 
3. 
4. 
5. 
6.","","2","功能测试","功能测试阶段","正常","0","1","6","失败","旺仔","2024-08-18","","0000-00-00","1","",""
"132726","数据资产_STD(#23)","/泸州老窖/数据标准(#7866)","","码表管理 验证代码管理【导入】功能正确","无","1. 1）进入资产-【数据标准】-【标准基础】
2）点击码表-导入按钮，下载模板
2. 1）进入资产-【数据标准】-【标准基础】
2）点击码表-导入按钮，x字段字符长度超出
3）确认导入
3. 1）进入资产-【数据标准】-【标准基础】
2）点击码表-导入按钮，同一个代码下，编码取值重复
3）确认导入
4. 1）进入资产-【数据标准】-【标准基础】
2）点击码表-导入按钮，代码目录不存在
3）确认导入
5. 1）进入资产-【数据标准】-【标准基础】
2）点击码表-导入按钮，编码一致，信息不一致
3）确认导入
6. 1）进入资产-【数据标准】-【标准基础】
2）点击码表-导入按钮，空编码，信息正常
3）确认导入
7. 1）进入资产-【数据标准】-【标准基础】
2）点击码表-导入按钮，代码目录不存在
3）确认导入
4）点击下载导入失败的文件","1. 1）导入模版中在“代码管理”sheet页面“代码编码”字段调整到第一个，并且去掉“*”标识
2）导入模版中在“编码管理”sheet页面也增加“上级代码”、“代码状态”字段
2. 导入字符超限报错提示，导入失败
3. 编码取值重复报错，导入失败
4. 匹配不到则报错，导入失败
5. 同步更新，导入成功
6. 新增编码，导入成功
7. 校验到导入文件中存在部分数据，请修改后重新导入，点击导出错误文件","1. 
2. 
3. 
4. 
5. 
6. 
7.","","1","功能测试","功能测试阶段","正常","0","1","7","失败","旺仔","2024-08-18","","0000-00-00","1","",""
"132725","数据资产_STD(#23)","/泸州老窖/数据标准(#7866)","","码表管理 验证代码详情页展示正确","无","1. 1）进入资产-【数据标准】-【标准基础】-【码表管理】
2）选择已存在的【代码】，点击代码名称，查看详情","1. 详情页面展示新增字段【上级代码】/【代码状态】","1.","","3","功能测试","功能测试阶段","正常","0","1","1","通过","旺仔","2024-08-18","","0000-00-00","1","",""
"132724","数据资产_STD(#23)","/泸州老窖/数据标准(#7866)","","码表管理 验证代码编辑页面展示正确","无","1. 1）进入资产-【数据标准】-【标准基础】-【码表管理】
2）选择已存在的【代码】，点击编辑按钮","1. 1） 编辑页面展示新增字段【上级代码】/【代码状态】
2）不展示【代码编号】栏","1.","","3","功能测试","功能测试阶段","正常","0","1","1","通过","旺仔","2024-08-18","","0000-00-00","1","",""
"132723","数据资产_STD(#23)","/泸州老窖/数据标准(#7866)","","码表管理 验证【新建代码】-【码表内容】-【代码状态】字段校验","无","1. 1）进入资产-【数据标准】-【标准基础】-【码表管理】
2）点击【新建代码】-【代码状态】
3）可选有效/无效
4）保存","1. 保存成功","1.","","2","功能测试","功能测试阶段","正常","0","1","1","失败","旺仔","2024-08-18","","0000-00-00","1","",""
"132722","数据资产_STD(#23)","/泸州老窖/数据标准(#7866)","","码表管理 验证【新建代码】-【码表内容】-【上级代码】字段校验","无","1. 1）进入资产-【数据标准】-【标准基础】-【码表管理】
2）点击【新建代码】-【上级代码】
3）输入字符串","1. 1）最大输入255字段
2）非必填","1.","","2","功能测试","功能测试阶段","正常","0","1","1","通过","旺仔","2024-08-18","","0000-00-00","1","",""
"132721","数据资产_STD(#23)","/泸州老窖/数据标准(#7866)","","码表管理 验证【新建代码】-【编码取值】重复性校验","无","1. 1）进入资产-【数据标准】-【标准基础】-【码表管理】
2）点击【新建代码】-【编码取值】
3）输入1，1，2","1. 不可重复","1.","","2","功能测试","功能测试阶段","正常","0","1","1","通过","旺仔","2024-08-18","","0000-00-00","1","",""
"132720","数据资产_STD(#23)","/泸州老窖/数据标准(#7866)","","码表管理 验证【新建代码】页面变更","无","1. 1）进入资产-【数据标准】-【标准基础】-【码表管理】
2）点击【新建代码】
3）查看页面","1. 1）【代码编号】去除，改为自动生成
2）【码表内容】新增【上级代码】/【代码状态】字段","1.","","1","功能测试","功能测试阶段","正常","0","1","1","通过","旺仔","2024-08-18","","0000-00-00","1","",""
"132719","数据资产_STD(#23)","/泸州老窖/数据标准(#7866)","","标准维护管理 验证【数据库拾取】页面变更正确","无","1. 1）进入资产-【标准基础】
2）点击【数据库拾取】，查看拾取","1. 查看拾取列表隐藏状态、标准中文名、操作列，隐藏批量引用按钮","1.","","3","功能测试","功能测试阶段","正常","0","1","1","通过","旺仔","2024-08-18","","0000-00-00","1","",""
"132718","数据资产_STD(#23)","/泸州老窖/数据标准(#7866)","","标准维护管理 验证【行业模板】页面去除【引入标准】按钮","无","1. 1）进入资产-【标准基础】
2）点击【行业模板】","1. 右上角【引入标准】按钮去除不展示","1.","","3","功能测试","功能测试阶段","正常","0","1","1","通过","旺仔","2024-08-18","","0000-00-00","1","",""
"132717","数据资产_STD(#23)","/泸州老窖/数据标准(#7866)","","标准维护管理 验证【词根管理】-【被引用】查看标准功能正常","无","1. 1）进入资产-【标准基础】-【词根管理】
2）被引用数量为0
2. 1）进入资产-【标准基础】-【词根管理】
2）被引用数量为N
3）点击N
3. 1）进入被引用标准列表
2）页面UI check
4. 1）进入被引用标准列表
2）点击标准中文名称
5. 1）进入被引用标准列表
2）搜索框输入标准中文名/英文名模糊字段
3）输入不存在的字符串
4）输入特殊字符！@#¥%……&*
5）精准匹配","1. 无法下钻
2. 弹被引用标准列表
3. 列表展示字段包含中文名称、英文名称、英文缩写、业务定义、标准负责人、创建时间
4. 跳转查看标准详情页
5. 1）支持模糊/精准匹配
2）不存在则正确展示缺省页","1. 
2. 
3. 
4. 
5.","","2","功能测试","功能测试阶段","正常","0","1","5","失败","旺仔","2024-08-18","","0000-00-00","1","",""
"132716","数据资产_STD(#23)","/泸州老窖/数据标准(#7866)","","标准维护管理 验证【标准定义】-【导出标准】功能正常","无","1. 1）进入资产-数据标准页面
2）点击标准定义-点击【导出标准】按钮
2. 1）进入资产-数据标准页面
2）点击标准定义-点击【导出标准】按钮
3）搜索选择L1，导出
3. 1）进入资产-数据标准页面
2）点击标准定义-点击【导出标准】按钮
3）搜索选择L1-L2,导出
4. 1）进入资产-数据标准页面
2）点击标准定义-点击【导出标准】按钮
3）搜索选择L1-L2-L3,导出
5. 1）进入资产-数据标准页面
2）点击标准定义-点击【导出标准】按钮
3）搜索选择L1-L2A-L3a
4）搜索选择L1-L2A-L3b
5）搜索选择L1-L2B-L3
6）导出","1. 弹【导出目录】弹窗
2. 导出数据正确
3. 导出数据正确
4. 导出数据正确
5. 导出数据正确","1. 
2. 
3. 
4. 
5.","","1","功能测试","功能测试阶段","正常","0","1","5","通过","旺仔","2024-08-18","","0000-00-00","1","",""
"132715","数据资产_STD(#23)","/泸州老窖/数据标准(#7866)","","标准维护管理 验证【标准定义】-【导入标准】错误提示功能正常","无","1. 枚举值范围校验
2. 必填项校验
3. 字段类型校验
4. 字符长度校验
5. 必填列校验
6. 重复则覆盖-已发布校验
7. 编码信息匹配逻辑
8. 中文名，英文名校验
9. 错误原因展示逻辑","1. 若填写信息无法匹配枚举，批注提示/报错信息为“填写数据不在枚举范围内”
2. 必填项-若未填写批注提示/报错信息为“必填项未填写”
3. 若填写数据格式有误，批注提示/报错信息为“填写数据格式有误”
4. 若填写超过255字符，批注提示/报错信息为“填写数据字符超限”
5. 若存在某一/多个必填列被删除，则报错信息为“缺少必填列xxx；xxx”
6. 选择了“重复则覆盖”选项，但是重复标准为“已发布”标准，需要备注报错信息为“已发布标准不可更新”
7. 导入的编码若无法匹配到已有编码信息，批注提示/报错信息为“编码信息无法匹配已有编码，若为新增标准需清空编码值”
8. 导入的标准中文名称、英文名称需要做重复性校验，批注提示/报错信息为“标准名称重复”
9. 在导出错误文件的最右侧增加“错误原因”一列，若同一行存在多个报错内容，错误原因一列展示内容为中文分号拼接展示。","1. 
2. 
3. 
4. 
5. 
6. 
7. 
8. 
9.","","2","功能测试","功能测试阶段","正常","0","1","9","失败","旺仔","2024-08-18","","0000-00-00","1","",""
"132714","数据资产_STD(#23)","/泸州老窖/数据标准(#7866)","","标准维护管理 验证【标准定义】-【导入标准】功能正常","无","1. 1）进入资产-数据标准页面
2）点击标准定义-点击【导入标准】按钮
3）点击弹窗上【下载模版】按钮
2. 鼠标hover到【重复则覆盖更新】？上
3. 1）进入资产-数据标准页面
2）点击标准定义-点击【导入标准】按钮
3）上传Excel，【标准编码】/【其他列信息均符合规范】
4）点击【确认按钮】
4. 1）进入资产-数据标准页面
2）点击标准定义-点击【导入标准】按钮
3）上传Excel，【标准编码】已存在，选择【重复则跳过】
4）点击【确认按钮】
5. 1）进入资产-数据标准页面
2）点击标准定义-点击【导入标准】按钮
3）上传Excel，【标准编码】已存在，选择【重复则覆盖更新】
4）点击【确认按钮】
6. 1）进入资产-数据标准页面
2）点击标准定义-点击【导入标准】按钮
3）上传Excel，【标准编码】已存在，【标准目录】不存在，选择【重复则覆盖更新】
4）点击【确认按钮】
7. 1）点击错误提示弹窗的下载按钮","1. 1）模板Excel新增列【标准编码】，放第一列
2）新增“标准责任人工号”列，位于标准来源字段右侧
3）删除自定义属性列
4）自定义属性以单列形式展示，展示名称取属性的中文名，针对必填的自定义属性前面需要加一个“*”作为标识
2. 提示“若编码名称相同则更新原有标准信息（已发布标准除外）”
3. 上传成功，标准列表正确展示上传的标准
4. 上传成功，重复的标准编码不更新
5. 上传成功，重复的标准编码更新
6. 上传失败，提示“导入表格中存在错误数据，请检查后重新导入，点击导出错误文件。”
7. 成功导出错误文件","1. 
2. 
3. 
4. 
5. 
6. 
7.","","1","功能测试","功能测试阶段","正常","0","1","7","失败","旺仔","2024-08-18","","0000-00-00","1","",""
"132713","数据资产_STD(#23)","/泸州老窖/数据标准(#7866)","","标准维护管理 验证【标准定义】标准【操作】栏新增置顶操作","无","1. 1）进入资产-数据标准页面
2）点击标准定义-选择已存在的标准A
3）点击置顶
2. 1）进入资产-数据标准页面
2）点击标准定义-选择已存在的标准A
3）点击取消置顶","1. 1）在列表最上面
2）左边目录列表更新位置
2. 1）回归原先位置
2）左边目录列表更新位置","1. 
2.","","3","功能测试","功能测试阶段","正常","0","1","2","通过","旺仔","2024-08-18","","0000-00-00","1","",""
"132712","数据资产_STD(#23)","/泸州老窖/数据标准(#7866)","","标准维护管理 验证【标准定义】标准查看详情页面变更正确","无","1. 1）进入资产-数据标准页面
2）点击标准定义-选择已存在的标准A
3）点击查看详情","1. 详情页正确展示标准负责人，自定义属性等信息","1.","","3","功能测试","功能测试阶段","正常","0","1","1","失败","旺仔","2024-08-18","","0000-00-00","1","",""
"132711","数据资产_STD(#23)","/泸州老窖/数据标准(#7866)","","标准维护管理 验证【标准定义】编辑页面变更正确","无","1. 1）进入资产-数据标准页面
2）点击标准定义-选择已存在的标准A点击编辑按钮
3）编辑标准所有信息
4）点击保存按钮","1. 保存成功，编辑可修改所有信息","1.","","2","功能测试","功能测试阶段","正常","0","1","1","失败","旺仔","2024-08-18","","0000-00-00","1","",""
"132710","数据资产_STD(#23)","/泸州老窖/数据标准(#7866)","","标准维护管理 验证【标准定义】新增功能正确","无","1. 1）进入资产-数据标准页面
2）点击标准定义-点击新建标准按钮
3）输入标准所有信息，选择【自定义属性】，【标准负责人】等信息
4）点击保存按钮","1. 1）保存成功，标准新建成功
2）查看标准详情，标准详情信息展示正确","1.","","2","功能测试","功能测试阶段","正常","0","1","1","通过","旺仔","2024-08-18","","0000-00-00","1","",""
"132709","数据资产_STD(#23)","/泸州老窖/数据标准(#7866)","","标准维护管理 验证【标准定义】新增页面变更正确","无","1. 1）进入资产-数据标准页面
2）点击标准定义-【新建标准】按钮
3）验证页面删除【自定义属性】+添加属性按钮
4）页面不展示【自定义属性】标题
2. 1）进入资产-数据标准页面
2）点击标准定义-【新建标准】按钮
3）验证页面删除【自定义属性】+添加属性按钮
4）页面展示【自定义属性】标题，内容取自标准属性管理配置的属性信息
3. 1）进入资产-数据标准页面
2）点击标准定义-【新建标准】按钮
3）验证页面新增【标准负责人】字段","1. 标准属性没配置属性信息，则不展示【自定义属性】标题
2. 支持选择标准属性内已配置的属性信息
3. 展示组织架构内人员，可多选","1. 
2. 
3.","","1","功能测试","功能测试阶段","正常","0","1","3","通过","旺仔","2024-08-18","","0000-00-00","1","",""
"132708","数据资产_STD(#23)","/泸州老窖/数据标准(#7866)","","标准维护管理 验证【标准定义】页面新增【标准编码】列","无","1. 1）进入资产-数据标准页面
2）点击标准定义
2. 1）进入资产-数据标准页面
2）点击标准定义，新增标准1，2，3
3. 1）进入资产-数据标准页面
2）点击标准定义，新增标准1，2，3
3）删除标准3，新增标准4","1. 已存在的标准列表列新增【标准编码】列，在【中文名称】右边
2. 标准列表正确展示标准编码值
3. 标准列表正确展示标准编码值","1. 
2. 
3.","","2","功能测试","功能测试阶段","正常","0","1","3","通过","旺仔","2024-08-18","","0000-00-00","1","",""
"132707","数据资产_STD(#23)","/泸州老窖/数据标准(#7866)","","标准维护管理 验证【标准定义】-【已落标】/【可落标字段数】功能正常","无","1. 1）进入资产页面-数据标准
2）点击标准定义
3）导入已落标字段
4）查看已落标字段数
2. 1）进入资产页面-数据标准
2）点击标准定义
3）编辑，重新导入已落标字段
4）查看已落标字段数
3. 1）进入资产页面-数据标准
2）点击标准定义
3）点击已落标标记
4. 1）进入资产页面-数据标准
2）点击标准定义
3）导入可落标字段
4）查看可落标字段数
5. 1）进入资产页面-数据标准
2）点击标准定义
3）编辑，重新导入可落标字段
4）查看可落标字段数
6. 1）进入资产页面-数据标准
2）点击标准定义
3）点击可落标标记/已落标标记
7. 1）进入资产页面-数据标准
2）点击标准定义
3）点击可落标标记/已落标标记(均为0)","1. 统计数值正常
2. 字段数正确更新
3. 1）跳转已落标字段明细页面
2）点击字段可跳转表详情
3）页面搜索框校验正常
4）分页功能正常，分页后搜索功能正常
4. 统计数值正常
5. 字段数正确更新
6. 1）跳转可落标字段明细页面
2）点击字段可跳转表详情
3）页面搜索框校验正常
4）分页功能正常，分页后搜索功能正常
7. 数量是0时无法下钻","1. 
2. 
3. 
4. 
5. 
6. 
7.","","2","功能测试","功能测试阶段","正常","0","1","7","失败","旺仔","2024-08-18","","0000-00-00","1","",""
"132706","数据资产_STD(#23)","/泸州老窖/数据标准(#7866)","","标准维护管理 验证【数据标准】-【标准定义】列表支持展示列可配置","无","1. 1）进入资产页面-数据标准
2）点击标准定义
3）点击列表设置按钮，勾选所有列
4）点击保存
2. 1）进入资产页面-数据标准
2）点击标准定义
3）点击列表设置按钮，取消勾选某列
4）点击保存","1. 1)【标准定义】页面展示所有列信息
2)【中文名称】/【操作】列默认勾选
3）新增【绑定字段数】/【可落标字段数】列
2. 隐藏取消勾选的列","1. 
2.","","1","功能测试","功能测试阶段","正常","0","1","2","通过","旺仔","2024-08-18","","0000-00-00","1","",""
"132705","数据资产_STD(#23)","/泸州老窖/数据标准(#7866)","","标准维护管理 验证【数据标准】-【标准定义】列表支持查询条件可配置","无","1. 1）进入资产页面-数据标准
2）点击标准定义
3）筛选框输入 测试 模糊匹配
4）筛选框输入 测试用例 精准匹配
5）输入不存在的特殊字符串 !@#$%^&&*
2. 1）进入资产页面-数据标准-标准定义
2）点击筛选条件-【设置】按钮
3）选择所有的条件，保存
3. 1）进入资产页面-数据标准-标准定义
2）点击筛选条件-【设置】按钮
3）选择所有的条件，保存
4）所有的筛选条件框内都输入
5）点击搜索","1. 1）目录筛选框-支持模糊匹配，成功匹配出符合条件的目录
2）目录筛选框-支持精准匹配，成功匹配出符合条件的目录
3）目录筛选框-支持特殊字符，正确展示缺省页
2. 页面展示无异常，并正确展示所有筛选规则
3. 1）匹配出所有规则交集符合条件的目录
2）所有规则交集其中之一不符合则过滤不展示","1. 
2. 
3.","","3","功能测试","功能测试阶段","正常","0","1","3","失败","旺仔","2024-08-18","","0000-00-00","1","",""
"132704","数据资产_STD(#23)","/泸州老窖/数据标准(#7866)","","标准属性管理 验证【属性编辑】功能逻辑正常","无","1. 1）进入资产页面，点击【数据标准】
2）点击【标准管理】-【标准属性管理】按钮
3）选择【属性A-枚举类数据类型】，点击【编辑】按钮
2. 1）进入资产页面，点击【数据标准】
2）点击【标准管理】-【标准属性管理】按钮
3）选择【属性A-枚举类数据类型】，点击【编辑】按钮
4）删除属性A中枚举值a,二次弹窗确认删除
5）点击确定按钮保存
3. 1）进入资产页面，点击【数据标准】
2）点击【标准管理】-【标准属性管理】按钮
3）选择【属性A-文本框类数据类型】，点击【编辑】按钮","1. 1）仅支持修改属性中文名、枚举值、是否必填信息
2）枚举值删除弹二次弹窗确认信息
2. 已应用a枚举值选项的属性信息删除正常
3. 1）仅支持修改属性中文名、是否必填信息","1. 
2. 
3.","","2","功能测试","功能测试阶段","正常","0","1","3","通过","旺仔","2024-08-18","","0000-00-00","1","",""
"132703","数据资产_STD(#23)","/泸州老窖/数据标准(#7866)","","标准属性管理 验证【新增属性】-【枚举值】类型逻辑正常","无","1. 1）输入【属性名】
2）输入【属性中文名】
3）选择【属性类型】-【枚举值】
4）新增枚举值A/B，编辑A名称为C
5）移动B、C顺序
6）删除B枚举
7）选择非必填
8）点击【确认】按钮","1. 1）枚举值新增逻辑正常
2）枚举值名称变更正确
3）可移动枚举值位置
4）删除枚举值时弹二次弹窗提示","1.","","2","功能测试","功能测试阶段","正常","0","1","1","通过","旺仔","2024-08-18","","0000-00-00","1","",""
"132702","数据资产_STD(#23)","/泸州老窖/数据标准(#7866)","","标准属性管理 验证【新增属性】-【文本框】类型逻辑正常","无","1. 1）输入【属性名】
2）输入【属性中文名】
3）选择【属性类型】-【文本框】
4）【字段类型】分别选择【bigInt\string】
4）选择必填
5）点击【确认】按钮","1. 1）选择bigint后，只能输入bigint类型
2）选择string后，可输入任意字符串","1.","","2","功能测试","功能测试阶段","正常","0","1","1","失败","旺仔","2024-08-18","","0000-00-00","1","",""
"132701","数据资产_STD(#23)","/泸州老窖/数据标准(#7866)","","标准属性管理 验证【标准属性管理】页面【新增属性】功能正常","无","1. 1）点击【新增属性】按钮
2）【新增属性】弹窗校验
2. 1）输入【属性名】
2）输入【属性中文名】
3）选择【属性类型】-【文本框】
4）【字段类型】可选择【bigint、string】
4）选择必填
5）点击【确认】按钮
3. 1）输入【属性名】
2）输入【属性中文名】
3）选择【属性类型】-【枚举值】-【枚举选项编辑】
4）选择非必填
5）点击【确认】按钮","1. 1）弹窗展示X关闭按钮
2）属性名输入框
3）属性中文名输入框
4）属性类型单选框
5）是否必填勾选框
6）取消、确认按钮
2. 1）新增属性成功，页面记录数+1
2）【属性类型】列展示为【文本框】
3）bigint 只运行输入正整数
3. 1）新增属性成功，页面记录数+1
2）【属性类型】列展示为【枚举值】","1. 
2. 
3.","","1","功能测试","功能测试阶段","正常","0","1","3","通过","旺仔","2024-08-18","","0000-00-00","1","",""
